Ville,Lien,Allocataires CAF,Bénéficiaires du RSA, - bénéficiaires du RSA majoré, - bénéficiaires du RSA socle,Bénéficiaires de l'aide au logement, - bénéficiaires de l'APL (aide personnalisée au logement), - bénéficiaires de l'ALF (allocation de logement à caractère familial), - bénéficiaires de l'ALS (allocation de logement à caractère social), - bénéficiaires de l'Allocation pour une location immobilière, - bénéficiaires de l'Allocation pour un achat immobilier,Bénéficiaires des allocations familiales, - bénéficiaires du complément familial, - bénéficiaires de l'allocation de soutien familial, - bénéficiaires de l'allocation de rentrée scolaire,Médecins généralistes,Masseurs-kinésithérapeutes,Dentistes,Infirmiers,Spécialistes ORL,Ophtalmologistes,Dermatologues,Sage-femmes,Pédiatres,Gynécologues,Pharmacies,Urgences,Ambulances,Etablissements de santé de court séjour,Etablissements de santé de moyen séjour,Etablissements de santé de long séjour,Etablissement d'accueil du jeune enfant,Maisons de retraite,Etablissements pour enfants handicapés,Etablissements pour adultes handicapés,Bénéficiaires de la PAJE, - bénéficiaires de l'allocation de base, - bénéficiaires du complément mode de garde pour une assistante maternelle, - bénéficiaires du complément de libre choix d'activité (CLCA ou COLCA), - bénéficiaires de la prime naissance ou adoption,nbre allocataires (2009),nbre allocataires (2010),nbre allocataires (2011),nbre allocataires (2012),nbre allocataires (2013),nbre allocataires (2014),nbre allocataires (2015),nbre allocataires (2016),nbre allocataires (2017),nbre allocataires (2018),nbre allocataires (2019),nbre allocataires (2020),nbre RSA (2009),nbre RSA (2010),nbre RSA (2011),nbre RSA (2012),nbre RSA (2013),nbre RSA (2014),nbre RSA (2015),nbre RSA (2016),nbre RSA (2017),nbre RSA (2018),nbre RSA (2019),nbre RSA (2020),nbre APL (2009),nbre APL (2010),nbre APL (2011),nbre APL (2012),nbre APL (2013),nbre APL (2014),nbre APL (2015),nbre APL (2016),nbre APL (2017),nbre APL (2018),nbre APL (2019),nbre APL (2020),nbre Alloc Familiales (2009),nbre Alloc Familiales (2010),nbre Alloc Familiales (2011),nbre Alloc Familiales (2012),nbre Alloc Familiales (2013),nbre Alloc Familiales (2014),nbre Alloc Familiales (2015),nbre Alloc Familiales (2016),nbre Alloc Familiales (2017),nbre Alloc Familiales (2018),nbre Alloc Familiales (2019),nbre Alloc Familiales (2020)
Thomery (77810),https://www.journaldunet.com/management/ville/thomery/ville-77463/sante-social,445.0,32.0,5.0,19.0,51.0,5.0,35.0,26.0,44.0,7.0,254.0,20.0,19.0,83.0,1.0,4.0,3.0,7.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,55.0,46.0,7.0,nc,425.0,418.0,416.0,404.0,404.0,392.0,387.0,418.0,398.0,402.0,408.0,445.0,37.0,34.0,39.0,35.0,29.0,27.0,32.0,25.0,22.0,24.0,27.0,32.0,82.0,65.0,68.0,80.0,78.0,68.0,75.0,71.0,59.0,62.0,66.0,51.0,287.0,291.0,300.0,288.0,295.0,279.0,267.0,260.0,259.0,243.0,243.0,254.0
Rupéreux (77560),https://www.journaldunet.com/management/ville/rupereux/ville-77396/sante-social,13.0,nc,nc,nc,,,,,,,8.0,nc,nc,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,12.0,12.0,13.0,11.0,10.0,7.0,10.0,10.0,10.0,10.0,11.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,
Saint-Fiacre (77470),https://www.journaldunet.com/management/ville/saint-fiacre/ville-77408/sante-social,76.0,nc,nc,nc,,,,,,,51.0,nc,nc,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,9.0,14.0,5.0,nc,40.0,40.0,36.0,43.0,42.0,43.0,43.0,43.0,43.0,43.0,61.0,76.0,,,,,,,,,,,,,,,,,,,,,,,,,33.0,32.0,30.0,34.0,33.0,33.0,31.0,29.0,31.0,45.0,45.0,51.0
Saint-Loup-de-Naud (77650),https://www.journaldunet.com/management/ville/saint-loup-de-naud/ville-77418/sante-social,124.0,12.0,nc,nc,23.0,10.0,8.0,5.0,18.0,5.0,68.0,10.0,6.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,15.0,10.0,7.0,nc,99.0,105.0,99.0,104.0,103.0,107.0,109.0,117.0,105.0,107.0,113.0,124.0,14.0,17.0,15.0,14.0,15.0,19.0,18.0,12.0,7.0,7.0,13.0,12.0,33.0,29.0,25.0,28.0,16.0,19.0,23.0,23.0,24.0,23.0,28.0,23.0,67.0,67.0,64.0,65.0,70.0,72.0,72.0,70.0,64.0,66.0,66.0,68.0
Sognolles-en-Montois (77520),https://www.journaldunet.com/management/ville/sognolles-en-montois/ville-77454/sante-social,53.0,5.0,nc,nc,,,,,,,35.0,6.0,nc,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,7.0,6.0,5.0,nc,61.0,61.0,57.0,58.0,54.0,52.0,53.0,58.0,54.0,54.0,51.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,48.0,49.0,48.0,48.0,45.0,45.0,46.0,44.0,39.0,36.0,36.0,35.0
Treuzy-Levelay (77710),https://www.journaldunet.com/management/ville/treuzy-levelay/ville-77473/sante-social,46.0,nc,nc,nc,7.0,nc,nc,nc,nc,nc,26.0,5.0,nc,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,12.0,8.0,6.0,nc,51.0,52.0,50.0,52.0,55.0,52.0,37.0,43.0,41.0,41.0,41.0,46.0,,,,,,,,,,,,,9.0,,5.0,9.0,5.0,6.0,,,6.0,6.0,,7.0,31.0,31.0,35.0,40.0,38.0,34.0,29.0,28.0,30.0,28.0,28.0,26.0
Saint-Martin-en-Bière (77630),https://www.journaldunet.com/management/ville/saint-martin-en-biere/ville-77425/sante-social,85.0,8.0,nc,nc,8.0,nc,5.0,nc,nc,nc,49.0,nc,5.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,6.0,5.0,nc,67.0,64.0,66.0,71.0,68.0,65.0,69.0,72.0,71.0,71.0,81.0,85.0,,,6.0,6.0,5.0,,,6.0,5.0,5.0,8.0,8.0,8.0,9.0,10.0,8.0,8.0,5.0,6.0,6.0,9.0,9.0,9.0,8.0,52.0,48.0,50.0,49.0,45.0,48.0,50.0,54.0,56.0,55.0,55.0,49.0
Vimpelles (77520),https://www.journaldunet.com/management/ville/vimpelles/ville-77524/sante-social,68.0,5.0,nc,nc,9.0,5.0,nc,nc,5.0,5.0,39.0,6.0,nc,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,11.0,7.0,6.0,nc,59.0,56.0,56.0,59.0,59.0,56.0,57.0,68.0,68.0,68.0,71.0,68.0,,,,,,,,,,,,,10.0,8.0,11.0,11.0,10.0,7.0,7.0,6.0,8.0,8.0,10.0,9.0,42.0,44.0,43.0,43.0,45.0,43.0,40.0,41.0,40.0,40.0,40.0,39.0
Vendrest (77440),https://www.journaldunet.com/management/ville/vendrest/ville-77490/sante-social,104.0,10.0,nc,nc,21.0,8.0,11.0,5.0,18.0,5.0,60.0,12.0,6.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,27.0,8.0,8.0,nc,99.0,99.0,95.0,91.0,89.0,100.0,97.0,94.0,103.0,105.0,105.0,104.0,9.0,10.0,12.0,11.0,17.0,19.0,13.0,7.0,11.0,11.0,8.0,10.0,23.0,25.0,26.0,21.0,21.0,21.0,23.0,22.0,25.0,25.0,22.0,21.0,62.0,65.0,62.0,62.0,58.0,64.0,64.0,59.0,58.0,66.0,66.0,60.0
Varreddes (77910),https://www.journaldunet.com/management/ville/varreddes/ville-77483/sante-social,321.0,31.0,8.0,23.0,76.0,39.0,23.0,14.0,66.0,10.0,160.0,34.0,14.0,76.0,3.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,66.0,53.0,37.0,6.0,nc,228.0,220.0,222.0,240.0,231.0,241.0,239.0,271.0,269.0,272.0,267.0,321.0,14.0,13.0,12.0,16.0,16.0,17.0,24.0,19.0,18.0,18.0,21.0,31.0,51.0,57.0,45.0,53.0,53.0,60.0,61.0,60.0,69.0,70.0,59.0,76.0,166.0,159.0,157.0,156.0,143.0,146.0,150.0,153.0,151.0,151.0,151.0,160.0
Saint-Brice (77160),https://www.journaldunet.com/management/ville/saint-brice/ville-77403/sante-social,85.0,10.0,nc,nc,17.0,nc,9.0,nc,10.0,7.0,55.0,11.0,6.0,22.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,12.0,6.0,5.0,nc,65.0,58.0,58.0,66.0,74.0,69.0,72.0,82.0,86.0,88.0,83.0,85.0,,6.0,,5.0,,6.0,10.0,,,,,,9.0,6.0,10.0,9.0,15.0,11.0,11.0,16.0,20.0,21.0,14.0,17.0,51.0,44.0,42.0,50.0,55.0,52.0,53.0,58.0,60.0,54.0,54.0,55.0
Villemaréchal (77710),https://www.journaldunet.com/management/ville/villemarechal/ville-77504/sante-social,146.0,6.0,nc,nc,20.0,nc,14.0,nc,9.0,11.0,95.0,12.0,5.0,40.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,17.0,19.0,6.0,nc,93.0,92.0,90.0,93.0,97.0,98.0,93.0,107.0,113.0,141.0,133.0,146.0,7.0,6.0,6.0,5.0,,6.0,6.0,6.0,6.0,8.0,7.0,6.0,11.0,9.0,5.0,6.0,10.0,11.0,12.0,14.0,14.0,22.0,20.0,20.0,64.0,68.0,64.0,65.0,68.0,69.0,73.0,78.0,77.0,93.0,93.0,95.0
Serris (77700),https://www.journaldunet.com/management/ville/serris/ville-77449/sante-social,1925.0,145.0,17.0,128.0,679.0,393.0,141.0,145.0,659.0,20.0,776.0,129.0,106.0,386.0,41.0,11.0,24.0,8.0,1.0,3.0,1.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,1.0,1.0,323.0,262.0,119.0,22.0,5.0,1538.0,1491.0,1559.0,1557.0,1581.0,1650.0,1561.0,1706.0,1732.0,1772.0,1739.0,1925.0,127.0,131.0,148.0,178.0,187.0,206.0,218.0,135.0,152.0,156.0,149.0,145.0,836.0,796.0,814.0,805.0,788.0,797.0,723.0,686.0,702.0,731.0,689.0,679.0,686.0,673.0,703.0,717.0,735.0,759.0,756.0,764.0,757.0,766.0,766.0,776.0
Vieux-Champagne (77370),https://www.journaldunet.com/management/ville/vieux-champagne/ville-77496/sante-social,27.0,nc,nc,nc,,,,,,,18.0,nc,nc,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,nc,nc,nc,nc,20.0,20.0,21.0,21.0,23.0,21.0,22.0,23.0,23.0,23.0,21.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,14.0,14.0,14.0,15.0,16.0,16.0,,18.0,,15.0,15.0,18.0
Saint-Siméon (77169),https://www.journaldunet.com/management/ville/saint-simeon/ville-77436/sante-social,112.0,6.0,nc,nc,12.0,nc,12.0,6.0,8.0,9.0,63.0,9.0,6.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,24.0,12.0,6.0,nc,114.0,110.0,110.0,104.0,112.0,121.0,111.0,114.0,114.0,115.0,111.0,112.0,6.0,5.0,9.0,7.0,5.0,8.0,16.0,11.0,9.0,9.0,6.0,6.0,25.0,23.0,19.0,16.0,20.0,24.0,16.0,17.0,10.0,10.0,12.0,12.0,79.0,77.0,77.0,70.0,77.0,81.0,75.0,71.0,74.0,68.0,68.0,63.0
Villeneuve-les-Bordes (77154),https://www.journaldunet.com/management/ville/villeneuve-les-bordes/ville-77509/sante-social,83.0,8.0,nc,nc,13.0,nc,7.0,nc,6.0,7.0,47.0,6.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,16.0,11.0,5.0,nc,81.0,77.0,69.0,73.0,81.0,82.0,72.0,93.0,75.0,76.0,77.0,83.0,7.0,6.0,5.0,8.0,15.0,18.0,15.0,10.0,5.0,6.0,7.0,8.0,15.0,14.0,12.0,9.0,8.0,9.0,11.0,15.0,14.0,15.0,18.0,13.0,55.0,54.0,51.0,50.0,47.0,44.0,41.0,45.0,41.0,45.0,45.0,47.0
Sourdun (77171),https://www.journaldunet.com/management/ville/sourdun/ville-77459/sante-social,215.0,18.0,5.0,12.0,62.0,23.0,29.0,10.0,41.0,21.0,126.0,34.0,13.0,81.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,31.0,15.0,10.0,nc,150.0,150.0,147.0,163.0,175.0,183.0,180.0,195.0,181.0,184.0,190.0,215.0,20.0,22.0,19.0,17.0,17.0,23.0,22.0,17.0,12.0,12.0,17.0,18.0,65.0,59.0,59.0,51.0,71.0,65.0,72.0,58.0,59.0,61.0,57.0,62.0,113.0,104.0,100.0,117.0,128.0,134.0,130.0,127.0,124.0,124.0,124.0,126.0
Torcy (77200),https://www.journaldunet.com/management/ville/torcy/ville-77468/sante-social,4860.0,577.0,68.0,509.0,2260.0,1749.0,302.0,209.0,2171.0,89.0,1992.0,454.0,333.0,1358.0,22.0,23.0,11.0,10.0,0.0,0.0,3.0,2.0,2.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,6.0,2.0,1.0,0.0,836.0,752.0,153.0,71.0,21.0,4086.0,4149.0,4112.0,4141.0,4248.0,4295.0,4353.0,4588.0,4585.0,4669.0,4594.0,4860.0,580.0,655.0,622.0,694.0,771.0,836.0,887.0,599.0,604.0,626.0,578.0,577.0,2251.0,2209.0,2185.0,2153.0,2217.0,2216.0,2244.0,2229.0,2294.0,2345.0,2264.0,2260.0,1963.0,1980.0,1976.0,2017.0,2051.0,2082.0,2131.0,2129.0,2124.0,2076.0,2076.0,1992.0
Vaires-sur-Marne (77360),https://www.journaldunet.com/management/ville/vaires-sur-marne/ville-77479/sante-social,2169.0,209.0,34.0,175.0,804.0,542.0,138.0,124.0,784.0,20.0,1118.0,226.0,158.0,604.0,3.0,7.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,394.0,322.0,116.0,26.0,12.0,1575.0,1648.0,1700.0,1721.0,1738.0,1781.0,1840.0,1986.0,2011.0,2028.0,2018.0,2169.0,205.0,222.0,250.0,263.0,299.0,292.0,336.0,209.0,226.0,230.0,226.0,209.0,702.0,699.0,752.0,744.0,758.0,780.0,754.0,752.0,802.0,818.0,815.0,804.0,888.0,929.0,954.0,984.0,1013.0,1016.0,1073.0,1115.0,1118.0,1105.0,1105.0,1118.0
Villiers-sous-Grez (77760),https://www.journaldunet.com/management/ville/villiers-sous-grez/ville-77520/sante-social,82.0,5.0,nc,nc,7.0,nc,7.0,nc,6.0,6.0,47.0,5.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,8.0,10.0,5.0,nc,89.0,84.0,87.0,81.0,77.0,75.0,64.0,68.0,76.0,79.0,70.0,82.0,,,,,,,,,,,,,9.0,9.0,15.0,12.0,8.0,8.0,6.0,,6.0,5.0,,7.0,59.0,62.0,61.0,57.0,59.0,51.0,45.0,46.0,46.0,43.0,43.0,47.0
Saint-Germain-Laval (77130),https://www.journaldunet.com/management/ville/saint-germain-laval/ville-77409/sante-social,444.0,57.0,16.0,41.0,135.0,103.0,27.0,5.0,110.0,25.0,240.0,54.0,33.0,142.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,68.0,38.0,7.0,6.0,408.0,400.0,394.0,391.0,404.0,387.0,410.0,432.0,425.0,426.0,419.0,444.0,46.0,40.0,46.0,45.0,43.0,51.0,70.0,31.0,46.0,44.0,48.0,57.0,146.0,151.0,142.0,125.0,134.0,127.0,141.0,138.0,143.0,146.0,141.0,135.0,283.0,270.0,265.0,268.0,278.0,264.0,263.0,238.0,239.0,233.0,233.0,240.0
Voulton (77560),https://www.journaldunet.com/management/ville/voulton/ville-77530/sante-social,33.0,nc,nc,nc,6.0,nc,nc,nc,nc,nc,19.0,5.0,nc,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,nc,nc,nc,28.0,31.0,34.0,33.0,26.0,28.0,31.0,28.0,28.0,28.0,29.0,33.0,,,,,,,,,,,,,6.0,8.0,8.0,8.0,8.0,6.0,6.0,,,,6.0,6.0,19.0,21.0,23.0,22.0,19.0,18.0,18.0,19.0,19.0,20.0,20.0,19.0
Thorigny-sur-Marne (77400),https://www.journaldunet.com/management/ville/thorigny-sur-marne/ville-77464/sante-social,1906.0,211.0,30.0,181.0,655.0,409.0,116.0,130.0,630.0,25.0,877.0,116.0,132.0,421.0,6.0,10.0,5.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,357.0,292.0,122.0,19.0,10.0,1291.0,1278.0,1264.0,1252.0,1286.0,1329.0,1362.0,1540.0,1636.0,1643.0,1725.0,1906.0,131.0,152.0,156.0,166.0,202.0,206.0,230.0,173.0,176.0,177.0,188.0,211.0,485.0,437.0,452.0,445.0,477.0,478.0,506.0,559.0,602.0,611.0,654.0,655.0,729.0,714.0,715.0,711.0,716.0,732.0,754.0,762.0,826.0,840.0,840.0,877.0
Villeparisis (77270),https://www.journaldunet.com/management/ville/villeparisis/ville-77514/sante-social,5376.0,692.0,106.0,586.0,2087.0,1173.0,555.0,359.0,1912.0,175.0,2513.0,553.0,313.0,1508.0,16.0,5.0,6.0,28.0,1.0,3.0,0.0,3.0,0.0,1.0,7.0,0.0,9.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,1079.0,970.0,296.0,85.0,35.0,3752.0,3877.0,4048.0,4257.0,4385.0,4528.0,4562.0,4866.0,4905.0,4968.0,4973.0,5376.0,469.0,516.0,582.0,659.0,748.0,827.0,890.0,632.0,646.0,655.0,675.0,692.0,1537.0,1540.0,1676.0,1754.0,1856.0,1936.0,1966.0,2013.0,2061.0,2106.0,2110.0,2087.0,1985.0,2069.0,2167.0,2269.0,2319.0,2367.0,2413.0,2485.0,2474.0,2483.0,2483.0,2513.0
Verdelot (77510),https://www.journaldunet.com/management/ville/verdelot/ville-77492/sante-social,103.0,16.0,nc,nc,18.0,6.0,12.0,8.0,18.0,6.0,40.0,9.0,5.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,12.0,11.0,6.0,nc,83.0,89.0,87.0,91.0,84.0,78.0,80.0,88.0,96.0,96.0,97.0,103.0,10.0,16.0,17.0,19.0,18.0,15.0,17.0,15.0,12.0,13.0,15.0,16.0,31.0,34.0,30.0,25.0,21.0,19.0,22.0,26.0,23.0,24.0,26.0,18.0,49.0,50.0,48.0,48.0,46.0,41.0,45.0,49.0,46.0,46.0,46.0,40.0
Saint-Mammès (77670),https://www.journaldunet.com/management/ville/saint-mammes/ville-77419/sante-social,561.0,60.0,9.0,51.0,151.0,37.0,62.0,52.0,138.0,13.0,265.0,37.0,27.0,143.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,104.0,78.0,42.0,5.0,5.0,372.0,393.0,415.0,438.0,466.0,464.0,457.0,493.0,518.0,521.0,518.0,561.0,35.0,52.0,53.0,59.0,66.0,71.0,76.0,57.0,60.0,61.0,62.0,60.0,121.0,119.0,139.0,130.0,137.0,145.0,143.0,132.0,152.0,158.0,152.0,151.0,208.0,219.0,220.0,231.0,253.0,259.0,249.0,263.0,274.0,267.0,267.0,265.0
Trilbardou (77450),https://www.journaldunet.com/management/ville/trilbardou/ville-77474/sante-social,118.0,12.0,nc,nc,22.0,nc,12.0,nc,21.0,6.0,67.0,9.0,5.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,27.0,25.0,13.0,nc,93.0,85.0,98.0,101.0,101.0,114.0,113.0,118.0,106.0,107.0,110.0,118.0,5.0,9.0,12.0,13.0,15.0,15.0,17.0,18.0,14.0,14.0,13.0,12.0,19.0,20.0,16.0,22.0,22.0,24.0,28.0,31.0,26.0,28.0,27.0,22.0,54.0,47.0,59.0,57.0,58.0,71.0,73.0,71.0,71.0,64.0,64.0,67.0
Vaucourtois (77580),https://www.journaldunet.com/management/ville/vaucourtois/ville-77484/sante-social,42.0,nc,nc,nc,,,,,,,30.0,nc,nc,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,nc,7.0,nc,nc,25.0,27.0,23.0,25.0,24.0,27.0,32.0,36.0,32.0,32.0,42.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,19.0,21.0,,,19.0,20.0,25.0,26.0,23.0,30.0,30.0,30.0
Vinantes (77230),https://www.journaldunet.com/management/ville/vinantes/ville-77525/sante-social,60.0,6.0,nc,nc,9.0,nc,5.0,nc,6.0,6.0,36.0,7.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,9.0,7.0,5.0,nc,43.0,50.0,55.0,52.0,50.0,56.0,52.0,53.0,54.0,54.0,50.0,60.0,,6.0,8.0,9.0,7.0,8.0,7.0,,,,5.0,6.0,10.0,13.0,10.0,7.0,5.0,8.0,12.0,12.0,9.0,9.0,12.0,9.0,35.0,37.0,43.0,43.0,40.0,39.0,39.0,38.0,37.0,35.0,35.0,36.0
Villemareuil (77470),https://www.journaldunet.com/management/ville/villemareuil/ville-77505/sante-social,47.0,5.0,nc,nc,9.0,nc,nc,nc,nc,nc,37.0,5.0,nc,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,8.0,5.0,nc,52.0,47.0,54.0,59.0,51.0,53.0,53.0,55.0,57.0,57.0,51.0,47.0,,,,,,,,,,,,,,5.0,7.0,9.0,,,,,,,,,42.0,41.0,39.0,45.0,44.0,43.0,41.0,37.0,38.0,41.0,41.0,37.0
Vignely (77450),https://www.journaldunet.com/management/ville/vignely/ville-77498/sante-social,45.0,nc,nc,nc,,,,,,,33.0,5.0,nc,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,35.0,31.0,36.0,42.0,49.0,45.0,43.0,47.0,44.0,44.0,41.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,26.0,24.0,30.0,32.0,38.0,34.0,37.0,34.0,34.0,30.0,30.0,33.0
Villeneuve-Saint-Denis (77174),https://www.journaldunet.com/management/ville/villeneuve-saint-denis/ville-77510/sante-social,181.0,5.0,nc,nc,61.0,10.0,7.0,44.0,nc,nc,85.0,14.0,nc,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,28.0,19.0,17.0,6.0,nc,114.0,120.0,123.0,113.0,127.0,138.0,137.0,152.0,147.0,150.0,149.0,181.0,,,,,,,,,,,,,56.0,63.0,64.0,59.0,56.0,60.0,65.0,68.0,61.0,63.0,58.0,61.0,45.0,42.0,49.0,46.0,54.0,57.0,61.0,72.0,67.0,71.0,71.0,85.0
Touquin (77131),https://www.journaldunet.com/management/ville/touquin/ville-77469/sante-social,181.0,16.0,nc,nc,18.0,nc,10.0,nc,18.0,8.0,101.0,7.0,10.0,37.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,28.0,27.0,6.0,nc,141.0,145.0,150.0,143.0,154.0,151.0,150.0,167.0,164.0,164.0,166.0,181.0,14.0,12.0,13.0,15.0,12.0,13.0,16.0,14.0,14.0,14.0,15.0,16.0,29.0,33.0,30.0,27.0,35.0,28.0,26.0,26.0,22.0,23.0,26.0,18.0,94.0,101.0,107.0,104.0,108.0,103.0,106.0,104.0,100.0,100.0,100.0,101.0
Valence-en-Brie (77830),https://www.journaldunet.com/management/ville/valence-en-brie/ville-77480/sante-social,159.0,10.0,nc,nc,37.0,18.0,19.0,nc,27.0,10.0,96.0,21.0,6.0,46.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,29.0,19.0,6.0,nc,117.0,121.0,115.0,110.0,111.0,118.0,121.0,125.0,139.0,138.0,151.0,159.0,20.0,28.0,22.0,20.0,19.0,20.0,19.0,15.0,22.0,22.0,20.0,10.0,35.0,32.0,31.0,32.0,34.0,39.0,37.0,35.0,40.0,40.0,41.0,37.0,71.0,73.0,77.0,78.0,80.0,84.0,87.0,89.0,94.0,94.0,94.0,96.0
