Ville,Lien,Allocataires CAF,Bénéficiaires du RSA, - bénéficiaires du RSA majoré, - bénéficiaires du RSA socle,Bénéficiaires de l'aide au logement, - bénéficiaires de l'APL (aide personnalisée au logement), - bénéficiaires de l'ALF (allocation de logement à caractère familial), - bénéficiaires de l'ALS (allocation de logement à caractère social), - bénéficiaires de l'Allocation pour une location immobilière, - bénéficiaires de l'Allocation pour un achat immobilier,Bénéficiaires des allocations familiales, - bénéficiaires du complément familial, - bénéficiaires de l'allocation de soutien familial, - bénéficiaires de l'allocation de rentrée scolaire,Médecins généralistes,Masseurs-kinésithérapeutes,Dentistes,Infirmiers,Spécialistes ORL,Ophtalmologistes,Dermatologues,Sage-femmes,Pédiatres,Gynécologues,Pharmacies,Urgences,Ambulances,Etablissements de santé de court séjour,Etablissements de santé de moyen séjour,Etablissements de santé de long séjour,Etablissement d'accueil du jeune enfant,Maisons de retraite,Etablissements pour enfants handicapés,Etablissements pour adultes handicapés,Bénéficiaires de la PAJE, - bénéficiaires de l'allocation de base, - bénéficiaires du complément mode de garde pour une assistante maternelle, - bénéficiaires du complément de libre choix d'activité (CLCA ou COLCA), - bénéficiaires de la prime naissance ou adoption,nbre allocataires (2009),nbre allocataires (2010),nbre allocataires (2011),nbre allocataires (2012),nbre allocataires (2013),nbre allocataires (2014),nbre allocataires (2015),nbre allocataires (2016),nbre allocataires (2017),nbre allocataires (2018),nbre allocataires (2019),nbre allocataires (2020),nbre RSA (2009),nbre RSA (2010),nbre RSA (2011),nbre RSA (2012),nbre RSA (2013),nbre RSA (2014),nbre RSA (2015),nbre RSA (2016),nbre RSA (2017),nbre RSA (2018),nbre RSA (2019),nbre RSA (2020),nbre APL (2009),nbre APL (2010),nbre APL (2011),nbre APL (2012),nbre APL (2013),nbre APL (2014),nbre APL (2015),nbre APL (2016),nbre APL (2017),nbre APL (2018),nbre APL (2019),nbre APL (2020),nbre Alloc Familiales (2009),nbre Alloc Familiales (2010),nbre Alloc Familiales (2011),nbre Alloc Familiales (2012),nbre Alloc Familiales (2013),nbre Alloc Familiales (2014),nbre Alloc Familiales (2015),nbre Alloc Familiales (2016),nbre Alloc Familiales (2017),nbre Alloc Familiales (2018),nbre Alloc Familiales (2019),nbre Alloc Familiales (2020)
Champcenest (77560),https://www.journaldunet.com/management/ville/champcenest/ville-77080/sante-social,33.0,nc,nc,nc,7.0,nc,nc,nc,nc,nc,22.0,nc,nc,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,nc,5.0,5.0,nc,16.0,20.0,22.0,20.0,24.0,29.0,25.0,23.0,29.0,28.0,29.0,33.0,,,,,,,,,,,,,,,6.0,,,8.0,8.0,7.0,7.0,7.0,5.0,7.0,10.0,13.0,14.0,13.0,14.0,17.0,,,23.0,21.0,21.0,22.0
Chalifert (77144),https://www.journaldunet.com/management/ville/chalifert/ville-77075/sante-social,213.0,19.0,nc,nc,29.0,nc,15.0,19.0,25.0,10.0,117.0,10.0,11.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,42.0,26.0,27.0,5.0,nc,144.0,143.0,155.0,159.0,160.0,143.0,162.0,181.0,175.0,175.0,187.0,213.0,15.0,15.0,14.0,15.0,17.0,19.0,22.0,18.0,17.0,16.0,19.0,19.0,29.0,26.0,30.0,33.0,39.0,28.0,27.0,34.0,31.0,31.0,35.0,29.0,96.0,95.0,95.0,92.0,101.0,98.0,108.0,111.0,104.0,111.0,111.0,117.0
Couilly-Pont-aux-Dames (77860),https://www.journaldunet.com/management/ville/couilly-pont-aux-dames/ville-77128/sante-social,293.0,15.0,nc,nc,51.0,6.0,26.0,26.0,42.0,9.0,155.0,19.0,5.0,55.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,38.0,25.0,20.0,8.0,nc,283.0,278.0,256.0,269.0,274.0,271.0,262.0,275.0,271.0,274.0,280.0,293.0,12.0,17.0,12.0,17.0,25.0,23.0,23.0,13.0,18.0,18.0,13.0,15.0,78.0,75.0,60.0,63.0,57.0,54.0,54.0,55.0,50.0,51.0,54.0,51.0,194.0,191.0,186.0,197.0,195.0,186.0,178.0,176.0,168.0,172.0,172.0,155.0
Chailly-en-Bière (77930),https://www.journaldunet.com/management/ville/chailly-en-biere/ville-77069/sante-social,265.0,31.0,nc,nc,46.0,8.0,20.0,18.0,40.0,6.0,129.0,14.0,12.0,49.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,58.0,35.0,27.0,14.0,nc,203.0,204.0,207.0,211.0,210.0,221.0,219.0,238.0,229.0,232.0,235.0,265.0,16.0,12.0,16.0,17.0,22.0,31.0,25.0,20.0,22.0,23.0,26.0,31.0,53.0,46.0,46.0,44.0,42.0,54.0,51.0,42.0,40.0,41.0,42.0,46.0,128.0,128.0,125.0,129.0,132.0,137.0,137.0,143.0,134.0,131.0,131.0,129.0
Bernay-Vilbert (77540),https://www.journaldunet.com/management/ville/bernay-vilbert/ville-77031/sante-social,109.0,7.0,nc,nc,8.0,nc,7.0,nc,5.0,7.0,66.0,9.0,nc,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,19.0,17.0,9.0,nc,84.0,85.0,82.0,78.0,78.0,87.0,94.0,99.0,100.0,99.0,107.0,109.0,,,,8.0,10.0,8.0,8.0,8.0,9.0,10.0,9.0,7.0,12.0,9.0,9.0,7.0,8.0,8.0,12.0,8.0,7.0,7.0,8.0,8.0,58.0,57.0,54.0,51.0,57.0,63.0,68.0,67.0,64.0,68.0,68.0,66.0
Boulancourt (77760),https://www.journaldunet.com/management/ville/boulancourt/ville-77046/sante-social,39.0,5.0,nc,nc,9.0,nc,8.0,8.0,11.0,5.0,19.0,6.0,nc,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,10.0,7.0,5.0,nc,52.0,50.0,42.0,42.0,42.0,44.0,42.0,41.0,36.0,37.0,40.0,39.0,,,,,,,,,,,,,14.0,15.0,16.0,14.0,11.0,15.0,8.0,7.0,6.0,7.0,11.0,9.0,28.0,26.0,25.0,26.0,28.0,32.0,28.0,24.0,19.0,19.0,19.0,19.0
Chevry-Cossigny (77173),https://www.journaldunet.com/management/ville/chevry-cossigny/ville-77114/sante-social,599.0,28.0,7.0,29.0,98.0,53.0,28.0,17.0,93.0,10.0,332.0,29.0,24.0,113.0,3.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,106.0,77.0,56.0,11.0,5.0,532.0,532.0,533.0,537.0,527.0,492.0,499.0,532.0,528.0,536.0,551.0,599.0,18.0,15.0,13.0,19.0,26.0,27.0,41.0,27.0,29.0,32.0,36.0,28.0,82.0,89.0,96.0,101.0,103.0,88.0,87.0,93.0,91.0,96.0,103.0,98.0,409.0,395.0,394.0,391.0,381.0,343.0,349.0,346.0,348.0,330.0,330.0,332.0
Bussières (77750),https://www.journaldunet.com/management/ville/bussieres/ville-77057/sante-social,87.0,13.0,nc,nc,10.0,nc,5.0,nc,5.0,5.0,50.0,8.0,6.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,nc,7.0,5.0,nc,67.0,63.0,65.0,68.0,74.0,71.0,71.0,71.0,74.0,74.0,75.0,87.0,5.0,6.0,6.0,5.0,8.0,13.0,21.0,20.0,13.0,13.0,15.0,13.0,21.0,20.0,16.0,17.0,13.0,13.0,14.0,13.0,8.0,9.0,10.0,10.0,40.0,42.0,45.0,44.0,51.0,49.0,47.0,49.0,48.0,49.0,49.0,50.0
Boissy-aux-Cailles (77760),https://www.journaldunet.com/management/ville/boissy-aux-cailles/ville-77041/sante-social,29.0,nc,nc,nc,,,,,,,20.0,nc,nc,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,7.0,6.0,nc,29.0,30.0,31.0,31.0,30.0,27.0,28.0,32.0,28.0,28.0,28.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,23.0,23.0,22.0,23.0,22.0,,,24.0,23.0,20.0,20.0,20.0
Darvault (77140),https://www.journaldunet.com/management/ville/darvault/ville-77156/sante-social,116.0,6.0,nc,nc,18.0,nc,10.0,nc,10.0,8.0,62.0,16.0,nc,32.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,20.0,19.0,6.0,nc,84.0,85.0,90.0,80.0,84.0,88.0,85.0,96.0,96.0,98.0,106.0,116.0,6.0,8.0,9.0,10.0,12.0,12.0,11.0,8.0,,,6.0,,15.0,16.0,15.0,17.0,13.0,12.0,13.0,10.0,16.0,17.0,20.0,18.0,52.0,52.0,53.0,50.0,48.0,57.0,61.0,62.0,65.0,62.0,62.0,62.0
Conches-sur-Gondoire (77600),https://www.journaldunet.com/management/ville/conches-sur-gondoire/ville-77124/sante-social,234.0,10.0,nc,nc,45.0,18.0,8.0,19.0,41.0,5.0,133.0,5.0,11.0,25.0,2.0,10.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,33.0,21.0,22.0,8.0,nc,209.0,214.0,227.0,215.0,230.0,215.0,210.0,201.0,207.0,209.0,226.0,234.0,8.0,11.0,18.0,20.0,23.0,21.0,19.0,13.0,8.0,9.0,13.0,10.0,41.0,39.0,45.0,41.0,46.0,46.0,47.0,41.0,38.0,39.0,42.0,45.0,139.0,145.0,146.0,141.0,153.0,141.0,132.0,130.0,135.0,143.0,143.0,133.0
Chanteloup-en-Brie (77600),https://www.journaldunet.com/management/ville/chanteloup-en-brie/ville-77085/sante-social,722.0,38.0,9.0,29.0,178.0,106.0,41.0,31.0,154.0,24.0,455.0,61.0,39.0,163.0,3.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,136.0,96.0,63.0,15.0,nc,289.0,326.0,376.0,460.0,547.0,636.0,651.0,689.0,697.0,702.0,701.0,722.0,14.0,20.0,21.0,31.0,42.0,47.0,55.0,36.0,38.0,38.0,29.0,38.0,58.0,83.0,103.0,111.0,158.0,183.0,182.0,171.0,169.0,171.0,177.0,178.0,192.0,214.0,249.0,321.0,364.0,401.0,434.0,454.0,465.0,468.0,468.0,455.0
Cuisy (77165),https://www.journaldunet.com/management/ville/cuisy/ville-77150/sante-social,64.0,nc,nc,nc,8.0,nc,6.0,nc,7.0,5.0,42.0,5.0,nc,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,11.0,6.0,nc,58.0,54.0,57.0,53.0,55.0,53.0,53.0,52.0,55.0,55.0,60.0,64.0,,,,,,,,,,,,,11.0,9.0,12.0,12.0,10.0,12.0,9.0,,,,8.0,8.0,45.0,40.0,44.0,43.0,42.0,41.0,41.0,42.0,44.0,49.0,49.0,42.0
Chenoise-Cucharmoy (77160),https://www.journaldunet.com/management/ville/chenoise-cucharmoy/ville-77109/sante-social,311.0,24.0,5.0,15.0,122.0,80.0,31.0,11.0,109.0,13.0,145.0,35.0,15.0,84.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,62.0,55.0,29.0,5.0,nc,174.0,206.0,208.0,215.0,212.0,214.0,217.0,243.0,246.0,287.0,278.0,311.0,22.0,26.0,21.0,23.0,25.0,33.0,31.0,18.0,20.0,23.0,20.0,24.0,68.0,100.0,107.0,104.0,106.0,106.0,109.0,111.0,109.0,119.0,123.0,122.0,98.0,99.0,105.0,111.0,113.0,112.0,115.0,121.0,116.0,133.0,133.0,145.0
Doue (77510),https://www.journaldunet.com/management/ville/doue/ville-77162/sante-social,180.0,6.0,nc,nc,16.0,6.0,11.0,6.0,7.0,9.0,109.0,18.0,11.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,32.0,30.0,8.0,nc,131.0,119.0,119.0,112.0,112.0,126.0,122.0,131.0,153.0,154.0,165.0,180.0,11.0,5.0,9.0,5.0,5.0,13.0,11.0,8.0,9.0,9.0,7.0,6.0,21.0,21.0,23.0,19.0,16.0,17.0,12.0,7.0,14.0,14.0,15.0,16.0,77.0,77.0,80.0,82.0,80.0,85.0,86.0,80.0,101.0,101.0,101.0,109.0
Bagneaux-sur-Loing (77167),https://www.journaldunet.com/management/ville/bagneaux-sur-loing/ville-77016/sante-social,322.0,46.0,5.0,41.0,130.0,110.0,15.0,5.0,125.0,5.0,101.0,26.0,27.0,84.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,45.0,21.0,10.0,nc,278.0,263.0,273.0,288.0,293.0,290.0,290.0,306.0,329.0,335.0,310.0,322.0,48.0,51.0,52.0,58.0,65.0,61.0,73.0,60.0,54.0,56.0,42.0,46.0,143.0,132.0,141.0,142.0,139.0,131.0,138.0,131.0,146.0,150.0,134.0,130.0,138.0,132.0,132.0,131.0,132.0,132.0,124.0,124.0,119.0,112.0,112.0,101.0
Crèvecœur-en-Brie (77610),https://www.journaldunet.com/management/ville/crevecoeur-en-brie/ville-77144/sante-social,63.0,5.0,nc,nc,,,,,,,47.0,6.0,nc,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,13.0,15.0,8.0,nc,38.0,42.0,50.0,50.0,56.0,53.0,58.0,61.0,58.0,59.0,62.0,63.0,,,,,,,,,,,,,,,,,,,,,,,,,28.0,30.0,36.0,41.0,41.0,39.0,45.0,49.0,46.0,52.0,52.0,47.0
Courtry (77181),https://www.journaldunet.com/management/ville/courtry/ville-77139/sante-social,1210.0,171.0,24.0,147.0,271.0,168.0,69.0,34.0,229.0,35.0,696.0,104.0,67.0,279.0,2.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,244.0,208.0,75.0,22.0,8.0,806.0,811.0,840.0,834.0,861.0,887.0,948.0,1006.0,1048.0,1051.0,1107.0,1210.0,119.0,133.0,141.0,146.0,155.0,170.0,180.0,161.0,171.0,175.0,169.0,171.0,119.0,109.0,141.0,127.0,174.0,184.0,209.0,210.0,224.0,229.0,264.0,271.0,556.0,556.0,577.0,572.0,595.0,612.0,652.0,649.0,659.0,677.0,677.0,696.0
Courchamp (77560),https://www.journaldunet.com/management/ville/courchamp/ville-77134/sante-social,17.0,nc,nc,nc,8.0,nc,nc,nc,nc,nc,8.0,5.0,nc,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,nc,nc,nc,nc,17.0,23.0,23.0,23.0,22.0,26.0,23.0,22.0,20.0,22.0,20.0,17.0,,,,,,,,,,,,,5.0,5.0,5.0,8.0,8.0,9.0,7.0,7.0,7.0,8.0,,,,16.0,17.0,15.0,17.0,17.0,18.0,14.0,10.0,9.0,9.0,8.0
Arbonne-la-Forêt (77630),https://www.journaldunet.com/management/ville/arbonne-la-foret/ville-77006/sante-social,118.0,8.0,nc,nc,18.0,nc,10.0,12.0,15.0,5.0,65.0,8.0,5.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,21.0,16.0,11.0,6.0,nc,124.0,111.0,112.0,114.0,123.0,109.0,102.0,102.0,108.0,108.0,109.0,118.0,11.0,12.0,14.0,12.0,17.0,13.0,8.0,,6.0,6.0,9.0,8.0,33.0,23.0,21.0,27.0,26.0,21.0,17.0,20.0,21.0,21.0,21.0,18.0,77.0,72.0,72.0,70.0,79.0,73.0,63.0,61.0,60.0,67.0,67.0,65.0
Clos-Fontaine (77370),https://www.journaldunet.com/management/ville/clos-fontaine/ville-77119/sante-social,36.0,nc,nc,nc,6.0,nc,nc,nc,nc,nc,20.0,5.0,nc,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,23.0,26.0,25.0,26.0,30.0,33.0,35.0,32.0,33.0,32.0,33.0,36.0,,,,,,,,,,,,,6.0,7.0,,5.0,,,,,5.0,5.0,6.0,,14.0,16.0,16.0,15.0,19.0,20.0,23.0,21.0,19.0,20.0,20.0,20.0
Bréau (77720),https://www.journaldunet.com/management/ville/breau/ville-77052/sante-social,52.0,6.0,nc,nc,,,,,,,31.0,5.0,nc,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,9.0,9.0,nc,nc,55.0,50.0,48.0,46.0,46.0,47.0,42.0,44.0,48.0,48.0,51.0,52.0,5.0,,,5.0,6.0,,,,,,7.0,6.0,,,,,,,,,,,,,37.0,33.0,30.0,31.0,28.0,28.0,25.0,24.0,28.0,28.0,28.0,31.0
Boisdon (77970),https://www.journaldunet.com/management/ville/boisdon/ville-77036/sante-social,17.0,nc,nc,nc,,,,,,,11.0,nc,nc,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,10.0,10.0,13.0,15.0,17.0,17.0,16.0,16.0,18.0,18.0,17.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,12.0,11.0,9.0,11.0,11.0,12.0,12.0,11.0
Barbizon (77630),https://www.journaldunet.com/management/ville/barbizon/ville-77022/sante-social,130.0,11.0,nc,nc,27.0,nc,12.0,15.0,nc,nc,57.0,5.0,5.0,28.0,3.0,3.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,7.0,10.0,6.0,nc,144.0,152.0,153.0,149.0,135.0,144.0,129.0,135.0,132.0,137.0,113.0,130.0,,16.0,18.0,13.0,14.0,19.0,24.0,16.0,14.0,15.0,8.0,11.0,21.0,22.0,26.0,28.0,27.0,28.0,22.0,21.0,22.0,23.0,18.0,27.0,110.0,107.0,101.0,101.0,92.0,92.0,84.0,81.0,70.0,57.0,57.0,57.0
Aufferville (77570),https://www.journaldunet.com/management/ville/aufferville/ville-77011/sante-social,59.0,10.0,nc,nc,7.0,nc,6.0,nc,9.0,5.0,34.0,5.0,nc,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,7.0,8.0,nc,67.0,72.0,60.0,62.0,59.0,64.0,59.0,66.0,70.0,70.0,68.0,59.0,,5.0,,6.0,8.0,8.0,7.0,,5.0,5.0,10.0,,12.0,13.0,11.0,11.0,14.0,10.0,8.0,14.0,11.0,11.0,8.0,7.0,39.0,41.0,34.0,39.0,41.0,44.0,37.0,45.0,41.0,38.0,38.0,34.0
Beaumont-du-Gâtinais (77890),https://www.journaldunet.com/management/ville/beaumont-du-gatinais/ville-77027/sante-social,170.0,18.0,6.0,13.0,49.0,14.0,11.0,24.0,38.0,11.0,83.0,20.0,7.0,47.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,29.0,23.0,15.0,9.0,nc,173.0,174.0,171.0,157.0,166.0,168.0,167.0,181.0,166.0,168.0,164.0,170.0,13.0,14.0,13.0,20.0,18.0,17.0,24.0,23.0,17.0,19.0,20.0,18.0,75.0,77.0,72.0,59.0,56.0,63.0,60.0,62.0,52.0,54.0,52.0,49.0,105.0,104.0,92.0,94.0,97.0,96.0,103.0,105.0,98.0,93.0,93.0,83.0
Châteaubleau (77370),https://www.journaldunet.com/management/ville/chateaubleau/ville-77098/sante-social,49.0,5.0,nc,nc,,,,,,,29.0,7.0,nc,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,8.0,5.0,5.0,nc,37.0,33.0,38.0,38.0,40.0,45.0,44.0,52.0,51.0,52.0,51.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,28.0,25.0,27.0,26.0,25.0,30.0,34.0,32.0,31.0,31.0,31.0,29.0
Cély (77930),https://www.journaldunet.com/management/ville/cely/ville-77065/sante-social,154.0,8.0,nc,nc,17.0,9.0,5.0,nc,15.0,5.0,94.0,6.0,5.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,15.0,15.0,7.0,nc,125.0,132.0,127.0,123.0,131.0,128.0,118.0,122.0,128.0,128.0,133.0,154.0,5.0,11.0,13.0,14.0,13.0,11.0,15.0,7.0,7.0,7.0,9.0,8.0,5.0,11.0,13.0,11.0,11.0,14.0,10.0,10.0,19.0,19.0,20.0,17.0,99.0,99.0,92.0,91.0,96.0,96.0,85.0,80.0,84.0,89.0,89.0,94.0
Châtres (77610),https://www.journaldunet.com/management/ville/chatres/ville-77104/sante-social,97.0,5.0,nc,nc,,,,,,,71.0,6.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,13.0,11.0,6.0,nc,64.0,68.0,72.0,74.0,77.0,85.0,81.0,92.0,96.0,98.0,94.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,51.0,52.0,51.0,56.0,60.0,70.0,70.0,71.0,77.0,75.0,75.0,71.0
Échouboulains (77830),https://www.journaldunet.com/management/ville/echouboulains/ville-77164/sante-social,85.0,7.0,nc,nc,11.0,nc,6.0,nc,6.0,5.0,51.0,5.0,6.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,14.0,6.0,5.0,nc,61.0,57.0,59.0,70.0,69.0,76.0,75.0,81.0,78.0,78.0,77.0,85.0,7.0,7.0,7.0,9.0,9.0,6.0,8.0,10.0,6.0,6.0,6.0,7.0,,5.0,9.0,8.0,10.0,11.0,11.0,13.0,12.0,12.0,11.0,11.0,36.0,36.0,40.0,44.0,49.0,51.0,53.0,52.0,57.0,52.0,52.0,51.0
Chalmaison (77650),https://www.journaldunet.com/management/ville/chalmaison/ville-77076/sante-social,103.0,6.0,nc,nc,11.0,8.0,11.0,nc,6.0,11.0,66.0,13.0,6.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,15.0,9.0,5.0,nc,93.0,87.0,87.0,83.0,79.0,94.0,88.0,105.0,102.0,102.0,102.0,103.0,6.0,5.0,,5.0,5.0,9.0,9.0,6.0,8.0,8.0,6.0,,18.0,16.0,12.0,18.0,16.0,17.0,16.0,18.0,17.0,17.0,16.0,11.0,64.0,60.0,63.0,62.0,61.0,63.0,61.0,61.0,62.0,65.0,65.0,66.0
Coulombs-en-Valois (77840),https://www.journaldunet.com/management/ville/coulombs-en-valois/ville-77129/sante-social,97.0,5.0,nc,nc,15.0,nc,13.0,nc,9.0,6.0,54.0,8.0,nc,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,14.0,9.0,5.0,nc,71.0,78.0,71.0,74.0,72.0,72.0,72.0,84.0,88.0,89.0,87.0,97.0,,,,,,,,,,,,,21.0,25.0,18.0,14.0,10.0,15.0,12.0,17.0,18.0,18.0,12.0,15.0,48.0,51.0,48.0,46.0,47.0,49.0,51.0,53.0,55.0,53.0,53.0,54.0
Dhuisy (77440),https://www.journaldunet.com/management/ville/dhuisy/ville-77157/sante-social,56.0,5.0,nc,nc,12.0,nc,7.0,nc,8.0,7.0,29.0,6.0,nc,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,nc,5.0,nc,nc,29.0,30.0,33.0,35.0,35.0,38.0,40.0,43.0,48.0,49.0,50.0,56.0,,,,,,,,,,,,,7.0,6.0,9.0,10.0,9.0,10.0,10.0,11.0,15.0,15.0,11.0,12.0,18.0,20.0,20.0,19.0,19.0,21.0,24.0,24.0,28.0,29.0,29.0,29.0
Condé-Sainte-Libiaire (77450),https://www.journaldunet.com/management/ville/conde-sainte-libiaire/ville-77125/sante-social,194.0,19.0,nc,nc,40.0,nc,nc,30.0,34.0,6.0,101.0,10.0,8.0,23.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,27.0,17.0,17.0,8.0,nc,169.0,168.0,160.0,168.0,173.0,173.0,166.0,185.0,187.0,188.0,178.0,194.0,13.0,16.0,16.0,16.0,21.0,24.0,25.0,18.0,17.0,17.0,18.0,19.0,43.0,40.0,40.0,44.0,38.0,40.0,40.0,41.0,43.0,44.0,41.0,40.0,101.0,99.0,91.0,96.0,96.0,99.0,97.0,108.0,108.0,103.0,103.0,101.0
Charmentray (77410),https://www.journaldunet.com/management/ville/charmentray/ville-77094/sante-social,41.0,nc,nc,nc,,,,,,,23.0,nc,nc,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,26.0,31.0,32.0,36.0,35.0,31.0,34.0,37.0,36.0,36.0,33.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,17.0,20.0,19.0,19.0,20.0,19.0,20.0,20.0,21.0,22.0,22.0,23.0
